ano_campeonato;data;horario;rodada;publico;time_man;time_vis;gols_man;gols_vis
2007;03/05/2007;12:00;1;26469;América-RN;Vasco da Gama;0;1
2007;03/05/2007;12:00;1;5116;Atlético-MG;Náutico;2;1
2007;03/05/2007;12:00;1;5806;Corinthians;Juventude;1;0
2007;03/05/2007;12:00;1;6222;Figueirense;Atlético-PR;3;6
2007;03/05/2007;12:00;1;7801;Flamengo;Palmeiras;2;4
2007;03/05/2007;12:00;1;12132;Fluminense;Cruzeiro;2;2
2007;03/05/2007;12:00;1;11870;Internacional;Botafogo;2;3
2007;03/05/2007;12:00;1;3568;Paraná;Grêmio;3;0
2007;03/05/2007;12:00;1;0;São Paulo;Goiás;2;0
2007;03/05/2007;12:00;1;23273;Sport;Santos;4;1
2007;20/05/2007;12:00;2;3093;Santos;América-RN;2;3
2007;20/05/2007;12:00;2;18512;Náutico;São Paulo;1;0
2007;20/05/2007;12:00;2;19047;Palmeiras;Figueirense;2;1
2007;20/05/2007;12:00;2;16682;Vasco da Gama;Sport;3;1
2007;20/05/2007;12:00;2;8932;Atlético-PR;Internacional;2;1
2007;20/05/2007;12:00;2;5991;Botafogo;Atlético-MG;2;1
2007;20/05/2007;12:00;2;17702;Cruzeiro;Corinthians;0;3
2007;20/05/2007;12:00;2;21971;Goiás;Flamengo;1;3
2007;20/05/2007;12:00;2;14968;Grêmio;Fluminense;2;0
2007;20/05/2007;12:00;2;3366;Juventude;Paraná;1;2
2007;27/05/2007;12:00;3;11107;América-RN;Figueirense;0;1
2007;27/05/2007;12:00;3;13311;Atlético-PR;Santos;0;1
2007;27/05/2007;12:00;3;21580;Corinthians;Atlético-MG;0;0
2007;27/05/2007;12:00;3;9092;Cruzeiro;Paraná;3;4
2007;27/05/2007;12:00;3;12321;Flamengo;Botafogo;2;2
2007;27/05/2007;12:00;3;4291;Fluminense;Internacional;3;0
2007;27/05/2007;12:00;3;9127;Goiás;Juventude;3;1
2007;27/05/2007;12:00;3;31606;Grêmio;Sport;1;0
2007;27/05/2007;12:00;3;15503;Náutico;Vasco da Gama;2;2
2007;27/05/2007;12:00;3;20873;São Paulo;Palmeiras;0;0
2007;03/06/2007;12:00;4;4038;Juventude;América-RN;3;0
2007;03/06/2007;12:00;4;11398;Atlético-MG;Atlético-PR;1;1
2007;03/06/2007;12:00;4;12681;Botafogo;Grêmio;3;0
2007;03/06/2007;12:00;4;10989;Figueirense;Goiás;2;1
2007;03/06/2007;12:00;4;12286;Internacional;Náutico;2;0
2007;03/06/2007;12:00;4;13381;Palmeiras;Cruzeiro;1;3
2007;03/06/2007;12:00;4;10795;Paraná;São Paulo;0;1
2007;03/06/2007;12:00;4;10736;Santos;Corinthians;1;1
2007;03/06/2007;12:00;4;33767;Sport;Flamengo;2;2
2007;03/06/2007;12:00;4;12693;Vasco da Gama;Fluminense;1;1
2007;10/06/2007;12:00;5;20208;América-RN;Corinthians;1;2
2007;10/06/2007;12:00;5;7196;Atlético-PR;Goiás;0;3
2007;10/06/2007;12:00;5;8038;Cruzeiro;Juventude;2;3
2007;10/06/2007;12:00;5;14363;Figueirense;Flamengo;4;0
2007;10/06/2007;12:00;5;35848;Fluminense;Sport;3;0
2007;10/06/2007;12:00;5;3220;Internacional;Santos;1;0
2007;10/06/2007;12:00;5;11226;Náutico;Paraná;4;4
2007;10/06/2007;12:00;5;21322;Palmeiras;Botafogo;1;1
2007;10/06/2007;12:00;5;22996;São Paulo;Atlético-MG;0;1
2007;10/06/2007;12:00;5;15519;Vasco da Gama;Grêmio;4;0
2007;17/06/2007;12:00;6;21067;Sport;América-RN;2;2
2007;17/06/2007;12:00;6;15554;Atlético-MG;Figueirense;4;1
2007;17/06/2007;12:00;6;7574;Atlético-PR;Fluminense;1;1
2007;17/06/2007;12:00;6;25967;Botafogo;Náutico;3;1
2007;17/06/2007;12:00;6;40182;Corinthians;Paraná;0;0
2007;17/06/2007;12:00;6;15358;Flamengo;Internacional;2;2
2007;17/06/2007;12:00;6;10523;Goiás;Palmeiras;3;1
2007;17/06/2007;12:00;6;9599;Grêmio;Cruzeiro;0;2
2007;17/06/2007;12:00;6;5011;Juventude;Santos;0;2
2007;17/06/2007;12:00;6;9065;São Paulo;Vasco da Gama;2;0
2007;24/06/2007;12:00;7;10061;América-RN;Fluminense;0;1
2007;24/06/2007;12:00;7;36746;Cruzeiro;Atlético-MG;4;2
2007;24/06/2007;12:00;7;30372;Internacional;Grêmio;0;2
2007;24/06/2007;12:00;7;4656;Juventude;Figueirense;1;1
2007;24/06/2007;12:00;7;10397;Náutico;Goiás;0;2
2007;24/06/2007;12:00;7;17552;Palmeiras;Atlético-PR;0;2
2007;24/06/2007;12:00;7;11259;Paraná;Sport;1;0
2007;24/06/2007;12:00;7;8703;Santos;São Paulo;0;2
2007;15/08/2007;12:00;7;13736;Botafogo;Corinthians;2;3
2007;18/10/2007;09:45;7;44473;Vasco da Gama;Flamengo;1;2
2007;30/06/2007;12:00;8;5712;América-RN;Goiás;0;3
2007;30/06/2007;12:00;8;28395;Corinthians;Palmeiras;0;1
2007;30/06/2007;12:00;8;37667;Cruzeiro;Vasco da Gama;3;1
2007;30/06/2007;12:00;8;11605;Figueirense;São Paulo;0;0
2007;30/06/2007;12:00;8;43810;Fluminense;Botafogo;1;2
2007;30/06/2007;12:00;8;11475;Internacional;Atlético-MG;1;1
2007;30/06/2007;12:00;8;6462;Paraná;Atlético-PR;2;2
2007;30/06/2007;12:00;8;3824;Santos;Grêmio;0;0
2007;30/06/2007;12:00;8;22704;Sport;Náutico;4;1
2007;23/08/2007;12:00;8;16845;Flamengo;Juventude;4;0
2007;04/07/2007;12:00;9;13049;Palmeiras;América-RN;2;0
2007;04/07/2007;12:00;9;21370;Atlético-MG;Flamengo;1;1
2007;04/07/2007;12:00;9;6156;Atlético-PR;Náutico;1;1
2007;04/07/2007;12:00;9;7570;Figueirense;Cruzeiro;2;1
2007;04/07/2007;12:00;9;4397;Fluminense;Paraná;0;0
2007;04/07/2007;12:00;9;22835;Goiás;Botafogo;1;1
2007;04/07/2007;12:00;9;13603;Grêmio;Juventude;3;1
2007;04/07/2007;12:00;9;11423;São Paulo;Internacional;1;0
2007;04/07/2007;12:00;9;32337;Sport;Corinthians;2;1
2007;04/07/2007;12:00;9;2379;Vasco da Gama;Santos;4;0
2007;07/07/2007;12:00;10;3790;Paraná;América-RN;0;1
2007;07/07/2007;12:00;10;13458;Atlético-MG;Grêmio;0;1
2007;07/07/2007;12:00;10;24923;Botafogo;Atlético-PR;2;0
2007;07/07/2007;12:00;10;8684;Corinthians;Fluminense;1;1
2007;07/07/2007;12:00;10;16797;São Paulo;Flamengo;0;0
2007;07/07/2007;12:00;10;9336;Goiás;Sport;3;2
2007;07/07/2007;12:00;10;7271;Internacional;Figueirense;2;1
2007;07/07/2007;12:00;10;4326;Juventude;Vasco da Gama;2;0
2007;07/07/2007;12:00;10;11015;Náutico;Palmeiras;0;1
2007;07/07/2007;12:00;10;3414;Santos;Cruzeiro;4;1
2007;14/07/2007;12:00;11;14402;América-RN;Internacional;1;2
2007;14/07/2007;12:00;11;19831;Corinthians;São Paulo;1;1
2007;14/07/2007;12:00;11;26857;Cruzeiro;Goiás;2;1
2007;14/07/2007;12:00;11;19567;Grêmio;Palmeiras;1;1
2007;14/07/2007;12:00;11;2544;Juventude;Náutico;1;1
2007;14/07/2007;12:00;11;3419;Paraná;Figueirense;1;2
2007;14/07/2007;12:00;11;12554;Santos;Botafogo;3;0
2007;14/07/2007;12:00;11;24595;Sport;Atlético-MG;2;0
2007;14/07/2007;12:00;11;2182;Vasco da Gama;Atlético-PR;1;0
2007;16/08/2007;08:30;11;49828;Fluminense;Flamengo;0;1
2007;14/06/2007;12:00;12;25287;Botafogo;Vasco da Gama;4;0
2007;18/07/2007;12:00;12;5851;Figueirense;Sport;0;1
2007;19/07/2007;12:00;12;7434;Atlético-MG;América-RN;4;1
2007;19/07/2007;12:00;12;5242;Atlético-PR;Juventude;4;0
2007;19/07/2007;12:00;12;16376;Internacional;Corinthians;3;0
2007;19/07/2007;12:00;12;9525;Náutico;Cruzeiro;1;4
2007;19/07/2007;12:00;12;5072;São Paulo;Fluminense;0;1
2007;20/07/2007;12:00;12;45000;Flamengo;Paraná;1;2
2007;20/07/2007;12:00;12;9011;Goiás;Grêmio;0;0
2007;20/07/2007;12:00;12;18662;Palmeiras;Santos;2;2
2007;21/07/2007;12:00;13;7077;América-RN;Atlético-PR;2;1
2007;21/07/2007;12:00;13;8517;Juventude;Internacional;2;0
2007;21/07/2007;12:00;13;5607;Vasco da Gama;Atlético-MG;4;0
2007;22/07/2007;12:00;13;17937;Corinthians;Náutico;0;3
2007;22/07/2007;12:00;13;32999;Cruzeiro;São Paulo;1;2
2007;22/07/2007;12:00;13;10171;Fluminense;Goiás;3;0
2007;22/07/2007;12:00;13;13246;Grêmio;Flamengo;1;0
2007;22/07/2007;12:00;13;7882;Paraná;Palmeiras;1;0
2007;22/07/2007;12:00;13;4984;Santos;Figueirense;3;1
2007;22/07/2007;12:00;13;27570;Sport;Botafogo;3;3
2007;25/07/2007;12:00;14;5818;Atlético-PR;Cruzeiro;2;2
2007;25/07/2007;12:00;14;7498;Goiás;Santos;1;0
2007;26/07/2007;12:00;14;7047;Figueirense;Corinthians;2;2
2007;26/07/2007;12:00;14;10854;Flamengo;América-RN;3;1
2007;26/07/2007;12:00;14;10808;Internacional;Paraná;1;0
2007;26/07/2007;12:00;14;13009;Náutico;Grêmio;0;2
2007;26/07/2007;12:00;14;6389;Palmeiras;Vasco da Gama;3;2
2007;27/07/2007;12:00;14;11382;Atlético-MG;Fluminense;3;0
2007;27/07/2007;12:00;14;0;Botafogo;Juventude;3;1
2007;27/07/2007;12:00;14;7236;São Paulo;Sport;3;1
2007;28/07/2007;12:00;15;27377;Grêmio;Atlético-PR;1;1
2007;28/07/2007;12:00;15;20581;Vasco da Gama;Goiás;4;1
2007;29/07/2007;12:00;15;23013;América-RN;São Paulo;0;1
2007;29/07/2007;12:00;15;5458;Corinthians;Flamengo;2;2
2007;29/07/2007;12:00;15;13302;Cruzeiro;Botafogo;3;2
2007;29/07/2007;12:00;15;6654;Fluminense;Figueirense;1;1
2007;29/07/2007;12:00;15;5140;Juventude;Palmeiras;1;1
2007;29/07/2007;12:00;15;11800;Paraná;Atlético-MG;1;3
2007;29/07/2007;12:00;15;8321;Santos;Náutico;1;2
2007;29/07/2007;12:00;15;24992;Sport;Internacional;1;5
2007;02/08/2007;12:00;16;22038;Atlético-MG;Santos;1;2
2007;02/08/2007;12:00;16;9889;Atlético-PR;Corinthians;2;2
2007;02/08/2007;12:00;16;13314;Botafogo;América-RN;4;2
2007;02/08/2007;12:00;16;6586;Figueirense;Grêmio;1;0
2007;02/08/2007;12:00;16;3521;Goiás;Paraná;2;0
2007;02/08/2007;12:00;16;22084;Internacional;Vasco da Gama;0;2
2007;02/08/2007;12:00;16;11635;Náutico;Fluminense;0;0
2007;02/08/2007;12:00;16;12009;Palmeiras;Sport;1;2
2007;02/08/2007;12:00;16;7177;São Paulo;Juventude;3;1
2007;13/09/2007;12:00;16;11640;Flamengo;Cruzeiro;3;1
2007;04/08/2007;12:00;17;5280;América-RN;Náutico;1;5
2007;04/08/2007;12:00;17;4255;Corinthians;Goiás;1;0
2007;04/08/2007;12:00;17;12063;Paraná;Botafogo;0;0
2007;04/08/2007;12:00;17;22923;Sport;Atlético-PR;3;2
2007;04/08/2007;12:00;17;11612;Vasco da Gama;Figueirense;2;2
2007;05/08/2007;12:00;17;20463;Cruzeiro;Internacional;3;2
2007;05/08/2007;12:00;17;10669;Fluminense;Palmeiras;0;1
2007;05/08/2007;12:00;17;21051;Grêmio;São Paulo;0;2
2007;05/08/2007;12:00;17;6818;Juventude;Atlético-MG;1;2
2007;05/08/2007;12:00;17;6663;Santos;Flamengo;3;0
2007;08/08/2007;12:00;18;16932;Cruzeiro;Sport;2;0
2007;08/08/2007;12:00;18;6944;Juventude;Fluminense;0;0
2007;09/08/2007;12:00;18;8617;Atlético-PR;Flamengo;2;0
2007;09/08/2007;12:00;18;40067;Botafogo;São Paulo;0;2
2007;09/08/2007;12:00;18;4107;Goiás;Atlético-MG;3;2
2007;09/08/2007;12:00;18;11208;Náutico;Figueirense;4;2
2007;09/08/2007;12:00;18;17386;Vasco da Gama;Corinthians;2;0
2007;10/08/2007;12:00;18;12244;Grêmio;América-RN;3;0
2007;10/08/2007;12:00;18;15436;Palmeiras;Internacional;1;1
2007;10/08/2007;12:00;18;5602;Santos;Paraná;2;0
2007;11/08/2007;12:00;19;34457;Flamengo;Náutico;2;1
2007;11/08/2007;12:00;19;36520;São Paulo;Atlético-PR;2;0
2007;11/08/2007;12:00;19;18646;Sport;Juventude;3;0
2007;12/08/2007;12:00;19;5952;América-RN;Cruzeiro;1;2
2007;12/08/2007;12:00;19;15867;Atlético-MG;Palmeiras;1;2
2007;12/08/2007;12:00;19;6298;Corinthians;Grêmio;2;1
2007;12/08/2007;12:00;19;12281;Figueirense;Botafogo;1;1
2007;12/08/2007;12:00;19;6002;Fluminense;Santos;3;0
2007;12/08/2007;12:00;19;33686;Internacional;Goiás;1;0
2007;12/08/2007;12:00;19;4410;Paraná;Vasco da Gama;0;0
2007;18/08/2007;12:00;20;7978;Atlético-PR;Figueirense;1;1
2007;18/08/2007;12:00;20;20814;Grêmio;Paraná;2;0
2007;18/08/2007;12:00;20;12429;Santos;Sport;2;0
2007;19/08/2007;12:00;20;21688;Botafogo;Internacional;1;1
2007;19/08/2007;12:00;20;17046;Cruzeiro;Fluminense;4;2
2007;19/08/2007;12:00;20;30110;Goiás;São Paulo;0;0
2007;19/08/2007;12:00;20;10347;Juventude;Corinthians;2;2
2007;19/08/2007;12:00;20;13432;Náutico;Atlético-MG;0;1
2007;19/08/2007;12:00;20;23550;Palmeiras;Flamengo;2;1
2007;19/08/2007;12:00;20;23000;Vasco da Gama;América-RN;2;0
2007;25/08/2007;06:10;21;32431;Corinthians;Cruzeiro;0;3
2007;25/08/2007;06:10;21;12025;Fluminense;Grêmio;1;1
2007;25/08/2007;06:10;21;13548;Internacional;Atlético-PR;1;0
2007;26/08/2007;04:00;21;11527;Paraná;Juventude;3;1
2007;26/08/2007;04:00;21;9204;Figueirense;Palmeiras;1;2
2007;26/08/2007;04:00;21;19828;Atlético-MG;Botafogo;1;2
2007;26/08/2007;04:00;21;40029;São Paulo;Náutico;5;0
2007;26/08/2007;06:10;21;25453;Sport;Vasco da Gama;0;0
2007;26/08/2007;06:10;21;7962;América-RN;Santos;1;4
2007;26/08/2007;06:10;21;52106;Flamengo;Goiás;3;1
2007;29/08/2007;07:30;22;5631;Juventude;Goiás;2;0
2007;29/08/2007;07:30;22;3823;Paraná;Cruzeiro;2;2
2007;29/08/2007;08:30;22;16124;Palmeiras;São Paulo;0;1
2007;29/08/2007;08:30;22;44212;Botafogo;Flamengo;1;1
2007;29/08/2007;09:45;22;3752;Figueirense;América-RN;3;1
2007;29/08/2007;09:45;22;7703;Atlético-MG;Corinthians;5;2
2007;29/08/2007;09:45;22;14475;Internacional;Fluminense;1;4
2007;29/08/2007;09:45;22;18444;Sport;Grêmio;2;0
2007;30/09/2007;08:30;22;2784;Santos;Atlético-PR;3;1
2007;30/09/2007;08:30;22;9619;Vasco da Gama;Náutico;4;1
2007;01/09/2007;06:10;23;51552;Flamengo;Sport;1;1
2007;01/09/2007;06:10;23;36496;São Paulo;Paraná;6;0
2007;01/09/2007;06:10;23;1446;América-RN;Juventude;0;3
2007;02/09/2007;04:00;23;10438;Corinthians;Santos;2;0
2007;02/09/2007;04:00;23;14653;Atlético-PR;Atlético-MG;1;0
2007;02/09/2007;04:00;23;31064;Cruzeiro;Palmeiras;5;0
2007;02/09/2007;04:00;23;25515;Grêmio;Botafogo;3;0
2007;02/09/2007;06:10;23;9240;Goiás;Figueirense;2;1
2007;02/09/2007;06:10;23;8895;Náutico;Internacional;1;1
2007;02/09/2007;06:10;23;40871;Fluminense;Vasco da Gama;1;1
2007;05/09/2007;07:30;24;18445;Corinthians;América-RN;1;0
2007;05/09/2007;07:30;24;3490;Goiás;Atlético-PR;2;3
2007;05/09/2007;08:30;24;11169;Juventude;Cruzeiro;1;0
2007;05/09/2007;08:30;24;11263;Flamengo;Figueirense;4;1
2007;05/09/2007;09:45;24;16118;Atlético-MG;São Paulo;0;0
2007;05/09/2007;09:45;24;3233;Santos;Internacional;2;1
2007;05/09/2007;09:45;24;18147;Grêmio;Vasco da Gama;3;1
2007;06/09/2007;08:30;24;25376;Sport;Fluminense;0;2
2007;06/09/2007;08:30;24;3531;Paraná;Náutico;2;4
2007;06/09/2007;08:30;24;8634;Botafogo;Palmeiras;1;1
2007;08/09/2007;04:00;25;8849;Figueirense;Atlético-MG;2;1
2007;08/09/2007;04:00;25;20110;Vasco da Gama;São Paulo;0;2
2007;08/09/2007;04:00;25;20161;Internacional;Flamengo;3;0
2007;08/09/2007;06:10;25;35645;Cruzeiro;Grêmio;2;0
2007;08/09/2007;06:10;25;16055;Santos;Juventude;1;0
2007;09/09/2007;07:00;25;7264;Paraná;Corinthians;1;0
2007;09/09/2007;07:00;25;14574;Fluminense;Atlético-PR;2;0
2007;09/09/2007;07:00;25;4979;América-RN;Sport;1;1
2007;09/09/2007;07:00;25;18576;Palmeiras;Goiás;2;0
2007;09/09/2007;07:00;25;10622;Náutico;Botafogo;4;1
2007;15/09/2007;06:10;26;2742;Goiás;Náutico;0;3
2007;15/09/2007;06:10;26;33865;São Paulo;Santos;2;1
2007;15/09/2007;06:10;26;13984;Fluminense;América-RN;2;0
2007;16/09/2007;04:00;26;7794;Corinthians;Botafogo;0;1
2007;16/09/2007;04:00;26;44323;Atlético-MG;Cruzeiro;3;4
2007;16/09/2007;04:00;26;23115;Atlético-PR;Palmeiras;2;1
2007;16/09/2007;04:00;26;21139;Sport;Paraná;3;1
2007;16/09/2007;06:10;26;6510;Figueirense;Juventude;4;1
2007;16/09/2007;06:10;26;32873;Grêmio;Internacional;1;0
2007;16/09/2007;06:10;26;49495;Flamengo;Vasco da Gama;1;1
2007;22/09/2007;06:10;27;43783;São Paulo;Figueirense;2;0
2007;22/09/2007;06:10;27;9199;Goiás;América-RN;1;1
2007;22/09/2007;06:10;27;22832;Grêmio;Santos;1;0
2007;23/09/2007;04:00;27;6069;Juventude;Flamengo;2;2
2007;23/09/2007;04:00;27;0;Náutico;Sport;2;0
2007;23/09/2007;04:00;27;31518;Atlético-MG;Internacional;2;2
2007;23/09/2007;04:00;27;18591;Palmeiras;Corinthians;1;0
2007;23/09/2007;06:10;27;19213;Vasco da Gama;Cruzeiro;0;2
2007;23/09/2007;06:10;27;26040;Botafogo;Fluminense;0;2
2007;23/09/2007;06:10;27;26661;Atlético-PR;Paraná;2;1
2007;29/09/2007;06:10;28;30065;Corinthians;Sport;1;2
2007;29/09/2007;06:10;28;41783;Flamengo;Atlético-MG;1;0
2007;29/09/2007;06:10;28;14129;Náutico;Atlético-PR;5;0
2007;30/09/2007;04:00;28;7736;Botafogo;Goiás;0;3
2007;30/09/2007;04:00;28;33378;Internacional;São Paulo;1;2
2007;30/09/2007;04:00;28;20156;Juventude;Grêmio;1;2
2007;30/09/2007;04:00;28;9158;Santos;Vasco da Gama;1;0
2007;30/09/2007;06:10;28;36052;Cruzeiro;Figueirense;1;2
2007;30/09/2007;06:10;28;9592;América-RN;Palmeiras;0;0
2007;30/09/2007;06:10;28;13024;Paraná;Fluminense;3;1
2007;03/10/2007;07:30;29;8980;Palmeiras;Náutico;2;1
2007;03/10/2007;07:30;29;23372;Sport;Goiás;4;0
2007;03/10/2007;08:30;29;3526;Vasco da Gama;Juventude;0;1
2007;03/10/2007;08:30;29;24463;Grêmio;Atlético-MG;2;2
2007;03/10/2007;09:45;29;12413;Atlético-PR;Botafogo;2;0
2007;03/10/2007;09:45;29;8110;Cruzeiro;Santos;0;1
2007;03/10/2007;09:45;29;5476;Fluminense;Corinthians;1;1
2007;04/10/2007;08:30;29;2400;América-RN;Paraná;3;2
2007;04/10/2007;08:30;29;59098;Flamengo;São Paulo;1;0
2007;04/10/2007;08:30;29;12038;Figueirense;Internacional;0;0
2007;06/10/2007;06:10;30;22667;Palmeiras;Grêmio;2;0
2007;06/10/2007;06:10;30;7918;Botafogo;Santos;1;2
2007;06/10/2007;06:10;30;12391;Náutico;Juventude;4;1
2007;07/10/2007;04:00;30;24736;Atlético-PR;Vasco da Gama;1;0
2007;07/10/2007;04:00;30;14508;Internacional;América-RN;2;0
2007;07/10/2007;04:00;30;38194;São Paulo;Corinthians;0;1
2007;07/10/2007;04:00;30;37038;Atlético-MG;Sport;3;1
2007;07/10/2007;06:10;30;8417;Figueirense;Paraná;4;0
2007;07/10/2007;06:10;30;12626;Goiás;Cruzeiro;0;0
2007;07/10/2007;06:10;30;73616;Flamengo;Fluminense;0;2
2007;12/10/2007;06:10;31;26727;Cruzeiro;Náutico;2;2
2007;12/10/2007;06:10;31;23672;Sport;Figueirense;0;0
2007;12/10/2007;06:10;31;5954;Juventude;Atlético-PR;0;0
2007;13/10/2007;04:00;31;24696;Corinthians;Internacional;1;1
2007;13/10/2007;04:00;31;32406;Fluminense;São Paulo;1;1
2007;13/10/2007;04:00;31;11135;Paraná;Flamengo;0;1
2007;13/10/2007;06:10;31;4440;América-RN;Atlético-MG;0;1
2007;13/10/2007;06:10;31;22067;Grêmio;Goiás;2;1
2007;13/10/2007;06:10;31;16206;Santos;Palmeiras;1;1
2007;14/10/2007;04:00;31;17406;Vasco da Gama;Botafogo;2;1
2007;20/10/2007;06:10;32;11595;Goiás;Fluminense;5;3
2007;20/10/2007;06:10;32;26739;Palmeiras;Paraná;3;0
2007;20/10/2007;06:10;32;15560;Botafogo;Sport;3;1
2007;21/10/2007;04:00;32;60378;São Paulo;Cruzeiro;1;0
2007;21/10/2007;04:00;32;48704;Atlético-MG;Vasco da Gama;1;0
2007;21/10/2007;04:00;32;19890;Náutico;Corinthians;1;0
2007;21/10/2007;05:00;32;14912;Atlético-PR;América-RN;2;0
2007;21/10/2007;06:10;32;35576;Internacional;Juventude;3;0
2007;21/10/2007;06:10;32;9517;Figueirense;Santos;1;0
2007;21/10/2007;06:10;32;63189;Flamengo;Grêmio;2;0
2007;27/10/2007;06:10;33;14538;Fluminense;Atlético-MG;1;1
2007;27/10/2007;06:10;33;24676;Cruzeiro;Atlético-PR;1;1
2007;27/10/2007;06:10;33;13058;Santos;Goiás;3;0
2007;28/10/2007;04:00;33;35000;América-RN;Flamengo;0;1
2007;28/10/2007;04:00;33;36348;Sport;São Paulo;1;2
2007;28/10/2007;04:00;33;36101;Grêmio;Náutico;4;3
2007;28/10/2007;05:00;33;21971;Corinthians;Figueirense;2;1
2007;28/10/2007;06:10;33;7104;Juventude;Botafogo;1;1
2007;28/10/2007;06:10;33;6710;Paraná;Internacional;1;0
2007;28/10/2007;06:10;33;6182;Vasco da Gama;Palmeiras;2;2
2007;31/10/2007;04:00;34;23112;Atlético-PR;Grêmio;2;0
2007;31/10/2007;04:00;34;15951;Goiás;Vasco da Gama;2;3
2007;31/10/2007;04:00;34;15252;Náutico;Santos;1;2
2007;31/10/2007;04:00;34;34879;Atlético-MG;Paraná;0;0
2007;31/10/2007;04:00;34;68874;São Paulo;América-RN;3;0
2007;31/10/2007;04:00;34;7914;Figueirense;Fluminense;0;2
2007;31/10/2007;04:00;34;62026;Flamengo;Corinthians;2;1
2007;01/11/2007;04:00;34;16577;Palmeiras;Juventude;0;1
2007;01/11/2007;04:00;34;13495;Botafogo;Cruzeiro;4;1
2007;01/11/2007;04:00;34;13655;Internacional;Sport;0;0
2007;03/11/2007;04:00;35;13997;Fluminense;Náutico;2;1
2007;03/11/2007;04:00;35;12077;Paraná;Goiás;1;0
2007;03/11/2007;04:00;35;21437;Grêmio;Figueirense;1;2
2007;04/11/2007;04:00;35;32106;Corinthians;Atlético-PR;2;2
2007;04/11/2007;04:00;35;26531;Sport;Palmeiras;3;1
2007;04/11/2007;04:00;35;26294;Cruzeiro;Flamengo;3;1
2007;04/11/2007;04:00;35;5177;América-RN;Botafogo;1;1
2007;04/11/2007;04:00;35;7063;Santos;Atlético-MG;2;2
2007;04/11/2007;04:00;35;13144;Juventude;São Paulo;2;0
2007;04/11/2007;04:00;35;20935;Vasco da Gama;Internacional;1;2
2007;10/11/2007;04:00;36;9916;Botafogo;Paraná;3;2
2007;10/11/2007;04:00;36;14998;Náutico;América-RN;4;0
2007;10/11/2007;04:00;36;24751;Internacional;Cruzeiro;1;0
2007;11/11/2007;04:00;36;81844;Flamengo;Santos;1;0
2007;11/11/2007;04:00;36;14358;Atlético-PR;Sport;0;0
2007;11/11/2007;04:00;36;39773;Goiás;Corinthians;1;1
2007;11/11/2007;04:00;36;24714;São Paulo;Grêmio;1;0
2007;11/11/2007;04:00;36;11566;Figueirense;Vasco da Gama;3;3
2007;11/11/2007;04:00;36;39393;Atlético-MG;Juventude;4;1
2007;14/11/2007;04:00;36;24693;Palmeiras;Fluminense;1;0
2007;24/11/2007;04:00;37;8267;Fluminense;Juventude;3;2
2007;24/11/2007;04:00;37;0;América-RN;Grêmio;0;3
2007;25/11/2007;04:00;37;31119;Sport;Cruzeiro;1;0
2007;25/11/2007;04:00;37;15406;Paraná;Santos;2;3
2007;25/11/2007;04:00;37;82044;Flamengo;Atlético-PR;2;0
2007;25/11/2007;04:00;37;25302;Internacional;Palmeiras;2;1
2007;25/11/2007;04:00;37;30530;São Paulo;Botafogo;2;2
2007;28/11/2007;04:00;37;40743;Atlético-MG;Goiás;4;1
2007;28/11/2007;04:00;37;34168;Corinthians;Vasco da Gama;0;1
2007;28/11/2007;04:00;37;12516;Figueirense;Náutico;2;0
2007;02/12/2007;04:00;38;23534;Palmeiras;Atlético-MG;1;3
2007;02/12/2007;04:00;38;23055;Atlético-PR;São Paulo;2;1
2007;02/12/2007;04:00;38;29611;Cruzeiro;América-RN;2;0
2007;02/12/2007;04:00;38;17988;Náutico;Flamengo;1;0
2007;02/12/2007;04:00;38;34215;Goiás;Internacional;2;1
2007;02/12/2007;04:00;38;8581;Botafogo;Figueirense;1;1
2007;02/12/2007;04:00;38;34453;Grêmio;Corinthians;1;1
2007;02/12/2007;04:00;38;14387;Santos;Fluminense;2;4
2007;02/12/2007;04:00;38;796;Juventude;Sport;2;1
2007;02/12/2007;04:00;38;21685;Vasco da Gama;Paraná;3;0
2008;10/05/2008;06:10;1;14620;Náutico;Goiás;2;1
2008;10/05/2008;06:10;1;7929;São Paulo;Grêmio;0;1
2008;10/05/2008;06:10;1;14679;Vitória;Cruzeiro;0;2
2008;11/05/2008;04:00;1;2562;Botafogo;Sport;2;0
2008;11/05/2008;04:00;1;286;Ipatinga;Atlético-PR;0;1
2008;11/05/2008;04:00;1;31660;Coritiba;Palmeiras;2;0
2008;11/05/2008;04:00;1;25744;Internacional;Vasco da Gama;1;0
2008;11/05/2008;06:10;1;10619;Atlético-MG;Fluminense;0;0
2008;11/05/2008;06:10;1;0;Flamengo;Santos;3;1
2008;11/05/2008;06:10;1;2495;Portuguesa;Figueirense;5;5
2008;17/05/2008;06:10;2;14296;Cruzeiro;Botafogo;1;0
2008;17/05/2008;06:10;2;19104;Sport;Vitória;0;0
2008;17/05/2008;06:10;2;6033;Vasco da Gama;Portuguesa;3;1
2008;18/05/2008;04:00;2;38564;Grêmio;Flamengo;0;0
2008;18/05/2008;04:00;2;3931;Goiás;Atlético-MG;1;1
2008;18/05/2008;04:00;2;8555;Fluminense;Náutico;0;2
2008;18/05/2008;04:00;2;21569;Atlético-PR;São Paulo;1;1
2008;18/05/2008;06:10;2;2396;Santos;Ipatinga;4;0
